"","count","site","yr","observerAge","day","firstSurvey","latitude","lineCov"
"150163",0,"site46",2001,49,143,0,57.13,0.9140625
"150197",0,"site46",2005,53,147,0,57.13,0.6875
"150869",0,"site46",2000,48,172,0,57.13,0.9140625
"151103",0,"site46",2002,50,157,0,57.13,0.9140625
"151527",0,"site46",2008,56,138,0,57.13,0.95
"151535",1,"site46",2006,54,160,0,57.13,0.925
"151895",0,"site46",2011,59,155,0,57.13,1
"151899",0,"site46",2007,55,142,0,57.13,0.95
"152147",0,"site46",2004,52,143,0,57.13,0.925
"152925",0,"site47",2004,50,149,0,56.91,0.2375
"153223",0,"site47",2010,43,150,1,56.91,0.4
"154226",0,"site47",2006,52,152,0,56.91,0.2125
"154255",0,"site47",2007,53,154,0,56.91,0.2375
"154380",0,"site47",2012,52,147,1,56.91,0.266666666666667
"154465",1,"site47",2008,54,147,0,56.91,0.25
"154520",0,"site47",2003,49,153,1,56.91,0.2625
"155461",0,"site48",2012,57,156,0,56.92,1
"155795",0,"site48",2008,53,162,0,56.92,1
"155885",0,"site48",2009,54,160,0,56.92,1
"156393",0,"site48",2007,52,161,0,56.92,1
"156605",21,"site48",2001,46,149,0,56.92,0.981944444444445
"156618",1,"site48",2000,45,163,0,56.92,0.981944444444445
"156924",3,"site48",2004,49,159,0,56.92,0.9
"156997",1,"site48",2005,50,161,0,56.92,0.9625
"157287",0,"site48",2006,51,162,0,56.92,0.975
"157382",10,"site48",2011,56,154,0,56.92,1
"157461",1,"site48",2010,55,160,0,56.92,1
"157475",2,"site48",1999,44,158,1,56.92,0.981944444444445
"158419",1,"site49",2009,33,144,0,57.13,0.975
"158492",1,"site49",2012,36,151,0,57.13,0.975
"158919",0,"site49",2006,62,152,0,57.13,1
"159507",2,"site49",2004,60,151,0,57.13,1
"159547",2,"site49",2010,34,150,0,57.13,0.975
"159823",0,"site49",2011,35,152,0,57.13,0.975
"160126",1,"site49",2008,32,149,0,57.13,0.9625
"160485",0,"site49",2003,59,151,0,57.13,1
"160526",0,"site49",2007,31,148,1,57.13,0.9625
"160666",0,"site49",2002,58,151,1,57.13,0.980555555555556
"161214",9,"site50",2012,43,146,0,57.14,1
"161519",4,"site50",2009,40,149,0,57.14,1
"161635",0,"site50",2004,35,149,1,57.14,1
"161752",2,"site50",2002,34,139,0,57.14,1
"162262",3,"site50",2003,35,148,0,57.14,1
"162460",0,"site50",2007,38,146,0,57.14,1
"162638",5,"site50",2010,41,141,0,57.14,1
"162652",2,"site50",2000,32,147,0,57.14,1
"162982",5,"site50",2008,39,144,0,57.14,1
"163024",4,"site50",2001,33,143,0,57.14,1
"163747",0,"site50",2005,36,148,0,57.14,1
"163778",0,"site50",2006,37,156,0,57.14,1
"163819",1,"site50",1999,31,148,1,57.14,1
"164371",4,"site50",2011,42,140,0,57.14,1
"164985",0,"site51",2010,55,142,0,56.92,1
"165301",1,"site51",2008,53,149,0,56.92,1
"165821",1,"site51",2009,54,140,0,56.92,1
"165943",1,"site51",2005,50,147,0,56.92,1
"166146",2,"site51",2002,47,139,0,56.92,1
"166195",0,"site51",2000,45,141,0,56.92,1
"166613",3,"site51",2003,48,149,0,56.92,1
"166881",1,"site51",2011,56,152,0,56.92,1
"167639",1,"site51",1998,43,148,0,56.92,1
"168193",1,"site51",2012,57,145,0,56.92,1
"168349",0,"site51",1999,44,149,0,56.92,1
"168495",0,"site51",2007,52,145,0,56.92,1
"168614",0,"site51",2004,49,149,0,56.92,1
"168897",1,"site51",2001,46,143,0,56.92,1
"169150",2,"site51",2006,51,152,0,56.92,1
"169329",2,"site52",2007,36,156,1,56.93,0.5375
"169460",0,"site52",2011,40,152,0,56.93,0.5625
"169749",1,"site52",2003,49,148,1,56.93,0.55
"170258",3,"site52",2009,38,157,0,56.93,0.5625
"170318",0,"site52",2010,29,155,1,56.93,0.6125
"170463",3,"site52",2008,37,152,0,56.93,0.5625
"170560",5,"site52",2006,50,148,1,56.93,0.5625
"170659",6,"site52",2005,23,144,1,56.93,0.5625
"171181",2,"site52",2012,28,156,1,56.93,0.5
"171622",0,"site52",2004,50,152,0,56.93,0.55
"172363",0,"site53",2004,38,149,1,57.15,0.8625
"172716",0,"site53",2007,41,153,0,57.15,0.875
"172754",0,"site53",2006,40,155,0,57.15,0.875
"172758",0,"site53",2005,39,147,0,57.15,0.875
"172761",0,"site53",2008,42,143,0,57.15,0.875
"173026",0,"site53",2010,29,153,1,57.15,0.825
"173479",0,"site53",2012,44,146,1,57.15,0.8625
"174062",2,"site54",2012,40,157,0,57.15,1
"174183",1,"site54",2011,39,156,1,57.15,1
"174304",4,"site54",2008,52,148,0,57.15,1
"174713",0,"site54",2003,49,145,1,57.15,1
"174724",4,"site54",2007,51,145,1,57.15,1
"175847",5,"site54",2009,53,149,0,57.15,1
"176067",1,"site54",2010,29,154,1,57.15,1
"176183",3,"site54",2004,50,151,0,57.15,1
"176192",0,"site54",2006,35,146,1,57.15,1
"176677",0,"site55",2012,40,155,1,56.93,0.9375
"176896",3,"site55",2008,62,151,0,56.93,0.9375
"177542",0,"site55",2010,64,152,0,56.93,0.9375
"177548",0,"site55",2004,50,148,0,56.93,0.9375
"177558",2,"site55",2011,65,140,0,56.93,0.9375
"177699",3,"site55",2009,63,149,0,56.93,0.975
"177804",0,"site55",2006,60,152,1,56.93,0.9125
"178453",0,"site55",2007,61,153,0,56.93,0.9375
"178562",3,"site55",2005,49,141,1,56.93,0.9375
"179208",0,"site55",2003,49,146,1,56.93,0.9375
"179446",0,"site56",2011,42,153,0,56.93,1
"179462",4,"site56",2007,38,150,0,56.93,1
"179837",2,"site56",2005,36,146,0,56.93,0.975
"179975",3,"site56",2003,34,148,1,56.93,0.975
"180355",0,"site56",2002,28,165,1,56.93,0.995
"180529",2,"site56",1999,44,152,1,56.93,0.995
"180628",2,"site56",2006,37,150,0,56.93,1
"181038",4,"site56",2004,35,153,0,56.93,1
"181077",0,"site56",2009,40,151,0,56.93,1
"181762",0,"site56",2010,41,147,0,56.93,1
"181868",1,"site56",2012,43,151,0,56.93,1
"182480",1,"site56",2008,39,149,0,56.93,1
"182981",0,"site57",2011,42,139,0,57.15,1
"183274",3,"site57",2007,38,143,0,57.15,1
"183327",4,"site57",2002,28,175,1,57.15,1
"183621",6,"site57",2006,37,143,0,57.15,1
"183998",1,"site57",2009,40,142,0,57.15,1
"184057",0,"site57",2010,41,141,0,57.15,1
"184337",3,"site57",2008,39,143,0,57.15,1
"184525",0,"site57",2012,43,144,0,57.15,1
"184585",3,"site57",2004,35,140,1,57.15,1
"184590",4,"site57",2005,36,139,0,57.15,1
"185638",0,"site58",2003,34,157,1,57.15,0.875
"185859",0,"site58",2011,42,156,0,57.15,0.85
"186287",0,"site58",2012,43,158,0,57.15,0.85
"186466",0,"site58",2010,41,154,0,57.15,0.85
"187167",3,"site58",2009,40,159,0,57.15,0.85
"187351",1,"site58",2004,35,160,0,57.15,0.85
"187500",0,"site58",2006,37,158,0,57.15,0.85
"187667",0,"site58",2008,39,160,0,57.15,0.85
"187672",2,"site58",2002,28,174,1,57.15,0.8525
"187811",0,"site58",2007,38,155,0,57.15,0.85
"187950",0,"site58",2005,36,153,0,57.15,0.85
"188826",0,"site59",2012,43,154,1,56.93,0.9625
"188880",3,"site59",2000,42,156,0,56.93,0.9953125
"189333",0,"site59",1999,41,148,1,56.93,0.9953125
"189874",3,"site59",2005,50,152,0,56.93,1
"189876",1,"site59",2006,51,142,0,56.93,1
"189966",0,"site59",2002,44,152,0,56.93,0.9953125
"190367",1,"site59",2008,53,174,0,56.93,1
"190467",0,"site59",2009,54,150,0,56.93,1
"190808",5,"site59",2001,43,139,0,56.93,0.9953125
"191108",3,"site59",2007,52,156,0,56.93,1
"191275",1,"site59",2004,49,159,1,56.93,1
"191801",0,"site59",2003,66,144,1,56.93,1
"192457",16,"site60",2006,72,140,0,56.93,1
"192596",17,"site60",2005,71,137,0,56.93,1
"192620",14,"site60",2010,76,136,0,56.93,1
"192724",10,"site60",2008,74,141,0,56.93,1
"192820",16,"site60",2011,77,139,0,56.93,1
"193240",11,"site60",2009,75,138,0,56.93,1
"193282",12,"site60",2012,78,144,0,56.93,1
"193492",10,"site60",2002,28,156,1,56.93,1
"193927",11,"site60",2004,70,136,1,56.93,1
"194211",12,"site60",2007,73,138,0,56.93,1
"194921",3,"site60",2003,66,145,1,56.93,1
"195155",2,"site60",1999,33,156,1,56.93,1
"195160",5,"site61",2000,51,162,0,57.15,0.9925
"195462",4,"site61",1999,50,157,1,57.15,0.9925
"195556",5,"site61",2007,58,159,0,57.15,1
"195588",5,"site61",2003,54,161,0,57.15,0.925
"195788",2,"site61",2009,60,156,0,57.15,1
"196998",2,"site61",2011,43,149,1,57.15,1
"197065",1,"site61",2006,57,158,0,57.15,1
"197518",2,"site61",2012,63,154,0,57.15,1
"197789",2,"site61",2010,61,156,0,57.15,1
"197995",5,"site61",2001,52,160,0,57.15,0.9925
"197996",5,"site61",2008,59,156,0,57.15,1
"198280",1,"site61",2002,53,158,0,57.15,0.9925
"198453",4,"site61",2004,55,158,0,57.15,1
"198893",3,"site61",2005,56,163,0,57.15,1
"199242",15,"site62",2007,73,139,0,57.15,0.725
"199330",2,"site62",2003,66,146,1,57.15,0.7
"199331",7,"site62",2006,72,141,0,57.15,0.725
"199342",7,"site62",2004,70,137,1,57.15,0.725
"199509",8,"site62",2005,71,138,0,57.15,0.725
"199601",7,"site62",2012,78,145,0,57.15,0.725
"199611",9,"site62",2009,75,139,0,57.15,0.725
"199686",7,"site62",2011,77,140,0,57.15,0.725
"200140",11,"site62",2010,76,137,0,57.15,0.725
"200551",11,"site62",2008,74,142,0,57.15,0.725
"200834",4,"site62",2002,28,173,1,57.15,0.7225
"202389",8,"site63",2007,55,153,0,56.93,1
"202610",6,"site63",2009,57,143,0,56.93,0.9875
"202872",12,"site63",2006,54,154,0,56.93,0.975
"203239",8,"site63",2012,60,153,0,56.93,0.9875
"203777",10,"site63",2011,59,152,0,56.93,1
"204222",11,"site63",2003,51,155,0,56.93,1
"204268",12,"site63",2001,49,150,1,56.93,0.9925
"204544",9,"site63",2002,50,156,0,56.93,0.9925
"204883",4,"site63",2008,56,145,0,56.93,0.9875
"204985",4,"site63",2004,52,149,0,56.93,1
"205075",5,"site63",2010,58,145,0,56.93,0.9875
"205107",9,"site63",2005,53,155,0,56.93,1
"206117",0,"site64",2007,49,134,0,57.13,0.125
"206422",0,"site64",2011,53,136,0,57.13,0.125
"206628",0,"site64",2010,52,138,0,57.13,0.125
"207504",0,"site64",2006,48,136,1,57.13,0.125
"208086",0,"site64",2003,35,136,0,57.13,0.1125
"208363",0,"site64",2012,54,135,0,57.13,0.125
"208379",0,"site64",2002,34,135,1,57.13,0.1234375
"208475",0,"site64",2008,50,134,0,57.13,0.125
"208497",0,"site64",2009,51,132,0,57.13,0.125
"208631",0,"site65",2006,50,154,1,57.33,1
"209607",13,"site65",2003,67,139,1,57.33,1
"209638",1,"site65",2010,54,149,0,57.33,1
"209717",0,"site65",2009,53,150,0,57.33,1
"209865",4,"site65",2001,44,154,1,57.33,1
"210136",0,"site65",2012,56,154,0,57.33,1
"210320",0,"site65",2007,51,156,0,57.33,1
"210347",2,"site65",2011,55,152,0,57.33,1
"210725",10,"site66",2006,38,151,0,57.55,1
"211018",1,"site66",2009,33,149,0,57.55,1
"211571",3,"site66",2012,36,153,0,57.55,1
"211593",2,"site66",2004,36,159,0,57.55,1
"211674",3,"site66",2008,32,144,0,57.55,1
"211772",0,"site66",2007,31,152,1,57.55,0.9625
"212242",2,"site66",1998,66,156,0,57.55,0.995833333333333
"212483",6,"site66",2010,34,155,0,57.55,1
"213121",5,"site66",2003,35,160,1,57.55,1
"213483",0,"site66",2011,35,154,0,57.55,1
"213816",0,"site67",2012,60,139,0,57.34,1
"213858",0,"site67",2009,57,136,0,57.34,1
"214641",0,"site67",1998,30,152,0,57.34,1
"214952",0,"site67",2002,34,159,0,57.34,1
"215115",1,"site67",2005,53,172,0,57.34,1
"215199",1,"site67",2007,55,156,0,57.34,1
"215465",0,"site67",2008,56,144,0,57.34,1
"215710",0,"site67",2010,58,149,0,57.34,1
"216156",0,"site67",2004,52,168,1,57.34,1
"216347",0,"site67",2011,59,140,0,57.34,1
"216487",0,"site67",2006,54,156,0,57.34,1
"216693",2,"site67",2001,33,155,0,57.34,1
"217713",0,"site68",1998,46,141,0,57.35,1
"218077",0,"site68",2003,51,150,0,57.35,1
"218428",0,"site68",2010,58,141,0,57.35,1
"218502",0,"site68",2002,50,139,0,57.35,1
"218908",0,"site68",2006,54,153,0,57.35,1
"219249",0,"site68",2012,60,140,0,57.35,1
"219283",0,"site68",2001,49,139,0,57.35,1
"219470",0,"site68",2005,52,134,0,57.35,1
"219642",0,"site68",2000,48,168,0,57.35,1
"220277",0,"site68",2007,55,139,0,57.35,1
"220450",1,"site68",1999,47,141,0,57.35,1
"220485",0,"site68",2004,51,136,0,57.35,1
"220550",0,"site68",2011,59,153,0,57.35,1
"220588",0,"site68",2009,57,150,0,57.35,1
"221906",0,"site68",2008,56,137,0,57.35,1
"222464",0,"site69",2009,62,157,0,57.56,0.8
"222811",3,"site69",2005,58,162,0,57.56,0.8
"223327",3,"site69",2008,61,157,0,57.56,0.8
"223548",2,"site69",2011,64,156,0,57.56,0.8
"223865",0,"site69",1999,52,158,1,57.56,0.8
"224116",1,"site69",2007,60,160,0,57.56,0.8
"224126",0,"site69",2002,55,159,0,57.56,0.8
"224408",2,"site69",2010,63,154,0,57.56,0.8
"224857",0,"site69",2000,53,163,0,57.56,0.8
"224972",0,"site69",2004,57,156,0,57.56,0.8
"225082",1,"site69",2006,59,156,0,57.56,0.8
"225324",0,"site70",2004,57,164,0,57.57,1
"225933",0,"site70",2006,59,155,0,57.57,1
"226345",1,"site70",2008,61,159,0,57.57,1
"226574",0,"site70",2012,60,157,0,57.57,1
"226883",0,"site70",2011,64,154,0,57.57,1
"227278",1,"site70",2009,57,156,1,57.57,1
"227474",0,"site70",2005,58,161,0,57.57,1
"227658",0,"site70",2007,60,159,0,57.57,1
"227888",0,"site70",2002,55,158,1,57.57,1
"227904",0,"site70",2010,63,156,0,57.57,1
"228795",4,"site71",2007,31,150,0,57.36,0.9875
"229398",4,"site71",2009,33,149,0,57.36,0.9875
"229561",0,"site71",2003,64,150,0,57.36,1
"229592",0,"site71",2011,35,154,0,57.36,0.9875
"229635",3,"site71",2012,36,153,0,57.36,1
"229783",9,"site71",2006,30,149,1,57.36,0.9875
"229803",3,"site71",2010,34,151,0,57.36,0.9875
"229849",5,"site71",1998,63,155,0,57.36,0.9925
"230343",4,"site71",2008,32,151,0,57.36,0.9875
"230852",0,"site71",2002,63,154,1,57.36,0.9925
"231043",0,"site71",2004,65,151,0,57.36,1
"231537",0,"site71",2005,66,155,0,57.36,1
"231996",0,"site72",2009,59,149,0,57.36,0.9
"232094",0,"site72",2010,61,153,0,57.36,0.9
"232121",0,"site72",2006,50,154,0,57.36,0.9
"232459",0,"site72",2012,63,155,0,57.36,0.9
"232478",1,"site72",2007,51,146,0,57.36,0.9
"232535",2,"site72",2004,48,151,0,57.36,0.9
"232669",0,"site72",2011,62,153,0,57.36,0.9
"232924",0,"site72",2008,59,153,1,57.36,0.9
"232941",1,"site72",2005,49,148,0,57.36,0.9125
"233234",0,"site72",2003,47,148,0,57.36,0.9125
"234181",0,"site72",2002,46,151,1,57.36,0.9025
"235091",1,"site73",2008,56,142,0,57.58,1
"235139",7,"site73",2001,49,146,1,57.58,1
"235753",1,"site73",2007,55,149,0,57.58,1
"235865",0,"site73",2009,57,153,0,57.58,1
"236032",1,"site73",2004,52,140,0,57.58,1
"236089",0,"site73",2005,53,141,0,57.58,1
"236152",1,"site73",2011,59,152,0,57.58,1
"236471",0,"site73",2010,58,142,0,57.58,1
"237278",1,"site73",2003,51,154,0,57.58,1
"237526",0,"site73",2006,54,154,0,57.58,1
"237858",0,"site73",2002,50,158,0,57.58,1
"238051",1,"site73",2012,60,147,0,57.58,1
"238446",2,"site74",2007,48,154,0,57.59,0.6625
"238524",5,"site74",2002,28,155,1,57.59,0.6625
"238802",4,"site74",2004,45,151,0,57.59,0.6625
"239547",4,"site74",2003,44,148,1,57.59,0.675
"239650",3,"site74",2005,46,146,0,57.59,0.65
"239925",2,"site74",2011,52,154,0,57.59,0.6625
"240086",3,"site74",2010,51,154,0,57.59,0.6625
"240362",0,"site74",2006,47,159,0,57.59,0.6625
"240683",4,"site74",2008,49,148,0,57.59,0.6625
"240890",2,"site74",2009,50,154,0,57.59,0.6625
"241067",4,"site75",2003,69,144,0,57.37,0.925
"241248",9,"site75",2006,72,143,0,57.37,0.9125
"241774",2,"site75",1999,65,148,0,57.37,0.91
"241975",12,"site75",2012,78,148,0,57.37,0.9
"242203",6,"site75",2001,67,145,0,57.37,0.91
"242420",12,"site75",2008,74,144,0,57.37,0.9125
"242502",8,"site75",2002,68,143,0,57.37,0.91
"243446",13,"site75",2009,75,141,0,57.37,0.9125
"243642",12,"site75",2007,73,142,0,57.37,0.9125
"243784",0,"site75",2011,77,142,0,57.37,0.9
"243828",2,"site75",1998,64,151,0,57.37,0.91
"244574",9,"site75",2005,71,145,0,57.37,0.9125
"244639",10,"site75",2004,70,144,0,57.37,0.9125
"245142",17,"site75",2010,76,139,0,57.37,0.9
"245473",8,"site75",2000,66,147,0,57.37,0.91
"245964",14,"site76",2011,77,147,0,57.37,1
"246082",11,"site76",2009,75,144,0,57.37,1
"246985",10,"site76",2012,78,150,0,57.37,1
"246993",12,"site76",2010,76,141,0,57.37,1
"247029",2,"site76",2007,33,153,0,57.37,1
"247157",6,"site76",2006,32,152,0,57.37,1
"247781",4,"site76",2005,31,160,1,57.37,1
"247849",11,"site76",2008,74,148,1,57.37,1
"248219",4,"site76",2004,68,146,1,57.37,1
"248501",7,"site77",2003,69,143,0,57.59,1
"248531",8,"site77",2012,78,149,0,57.59,1
"249010",12,"site77",2011,77,143,0,57.59,1
"249089",16,"site77",2010,76,140,0,57.59,1
"249646",8,"site77",2002,68,140,0,57.59,1
"250040",7,"site77",2009,75,143,0,57.59,1
"250401",10,"site77",2006,72,146,0,57.59,1
"250455",6,"site77",2008,74,150,0,57.59,1
"250618",3,"site77",2001,67,143,1,57.59,1
"250620",12,"site77",2005,71,144,0,57.59,1
"250662",18,"site77",2007,73,143,0,57.59,1
"250818",10,"site77",2004,70,145,0,57.59,1
"251762",0,"site78",2005,73,166,0,57.6,0.9125
"252791",0,"site78",1998,64,151,0,57.6,0.90125
"252879",1,"site78",2004,72,174,0,57.6,0.9125
"253127",1,"site78",2008,76,154,0,57.6,0.9125
"253205",1,"site78",2003,71,162,0,57.6,0.9125
"253402",0,"site78",2012,61,154,0,57.6,0.9
"253496",0,"site78",2001,69,175,0,57.6,0.90125
"254276",0,"site78",2002,70,154,0,57.6,0.90125
"254485",0,"site78",2011,60,161,0,57.6,0.8625
"254499",0,"site78",2006,74,170,0,57.6,0.9125
"255793",1,"site78",2000,68,188,1,57.6,0.90125
"255951",0,"site78",2010,59,156,1,57.6,0.8625
"256003",6,"site78",2007,75,170,0,57.6,0.9125
"256269",3,"site78",2009,77,172,0,57.6,0.9125
"256308",0,"site78",1999,51,149,1,57.6,0.90125
"256366",10,"site79",2005,71,143,0,57.38,1
"256909",24,"site79",2007,73,141,0,57.38,1
"257188",0,"site79",2011,69,148,0,57.38,1
"257191",0,"site79",2008,66,151,1,57.38,1
"257537",2,"site79",2009,67,149,0,57.38,1
"257619",11,"site79",2004,70,142,0,57.38,1
"258308",1,"site79",2010,68,149,0,57.38,1
"258706",1,"site79",2012,53,145,1,57.38,1
"258832",13,"site79",2006,72,145,0,57.38,1
"259172",1,"site79",1999,36,156,1,57.38,1
"259236",14,"site79",2003,69,148,1,57.38,1
"259948",0,"site80",2007,49,152,1,57.38,1
"260444",0,"site80",2010,52,154,0,57.38,1
"260601",0,"site80",2011,53,151,0,57.38,1
"260802",1,"site80",2003,57,149,0,57.38,1
"260811",0,"site80",2002,56,152,1,57.38,1
"260877",2,"site80",2009,51,150,0,57.38,1
"261447",3,"site80",2006,23,144,1,57.38,1
"261834",0,"site80",2008,50,152,0,57.38,1
"262170",0,"site80",1998,24,153,0,57.38,1
"262299",2,"site80",2012,54,153,0,57.38,1
"262582",1,"site81",2012,44,157,0,57.6,0.8
"262617",0,"site81",1999,48,157,1,57.6,0.784722222222222
"262925",2,"site81",2008,40,142,0,57.6,0.8
"262979",2,"site81",2011,43,155,0,57.6,0.7625
"263433",2,"site81",2010,42,156,0,57.6,0.8
"263725",0,"site81",2004,36,152,1,57.6,0.7125
"264668",1,"site81",2000,49,159,0,57.6,0.784722222222222
"264986",5,"site81",2009,41,150,0,57.6,0.775
"265044",1,"site81",2005,37,159,0,57.6,0.7875
"265160",11,"site81",2007,39,153,0,57.6,0.8125
"265179",9,"site81",2006,38,161,0,57.6,0.8125
"265791",5,"site82",2011,65,154,0,57.6,1
"265817",3,"site82",2007,61,139,0,57.6,1
"266002",8,"site82",2000,54,155,0,57.6,0.98875
"266548",7,"site82",1999,53,148,1,57.6,0.98875
"266834",4,"site82",2010,64,142,0,57.6,1
"266867",7,"site82",2003,57,147,0,57.6,1
"266873",2,"site82",2005,59,156,0,57.6,1
"267118",3,"site82",2001,55,154,0,57.6,0.98875
"267624",4,"site82",2009,63,144,0,57.6,1
"268097",6,"site82",2008,62,138,0,57.6,1
"268168",8,"site82",2004,58,149,0,57.6,0.925
"268742",2,"site82",2002,56,159,0,57.6,0.98875
"269033",6,"site82",2006,60,158,0,57.6,1
"269301",0,"site82",2012,64,142,1,57.6,0.9625
"269812",12,"site83",2008,57,157,0,57.38,0.9
"269910",7,"site83",2009,58,149,0,57.38,0.9
"270203",4,"site83",2005,42,155,1,57.38,0.9125
"270487",12,"site83",2006,55,150,1,57.38,0.9
"270535",1,"site83",2004,68,136,1,57.38,0.9125
"270680",8,"site83",2007,56,152,0,57.38,0.9
"271193",7,"site83",1998,24,140,0,57.38,0.90375
"271464",1,"site83",2002,28,169,1,57.38,0.90375
"271823",3,"site83",2011,60,141,0,57.38,0.9
"271852",5,"site83",2010,59,148,0,57.38,0.9
"272322",2,"site83",2012,61,140,0,57.38,0.9
"272888",2,"site83",2003,66,148,1,57.38,0.9125
"273152",0,"site84",2012,61,137,0,57.38,1
"273255",8,"site84",2007,56,156,0,57.38,1
"273261",0,"site84",2004,68,137,1,57.38,1
"274503",5,"site84",2009,58,152,0,57.38,1
"274661",4,"site84",2006,55,156,0,57.38,1
"275005",17,"site84",2008,57,147,0,57.38,1
"275105",4,"site84",2002,28,167,1,57.38,1
"275131",4,"site84",2011,60,133,0,57.38,1
"275203",12,"site84",2010,59,154,0,57.38,1
"275579",0,"site84",2003,66,147,1,57.38,1
"276037",2,"site84",2005,54,156,1,57.38,1
"276330",2,"site85",2006,70,134,0,57.6,1
"276624",3,"site85",2002,66,147,0,57.6,1
"276675",0,"site85",2001,65,162,0,57.6,1
"276763",0,"site85",2004,68,135,0,57.6,1
"277012",7,"site85",2008,57,154,1,57.6,1
"277098",9,"site85",2010,59,141,0,57.6,1
"277483",2,"site85",1998,62,149,1,57.6,1
"277874",3,"site85",2012,61,145,0,57.6,1
"278182",9,"site85",2009,58,154,0,57.6,1
"278284",6,"site85",2005,69,135,0,57.6,1
"278768",3,"site85",2011,60,153,0,57.6,1
"279462",3,"site86",2008,64,149,0,57.6,0.9875
"279603",4,"site86",2005,61,151,0,57.6,0.9875
"279761",4,"site86",2006,62,145,0,57.6,1
"279862",3,"site86",2009,65,151,0,57.6,0.9875
"280629",4,"site86",2010,66,147,0,57.6,0.9875
"280677",14,"site86",2001,57,149,0,57.6,0.99125
"280707",6,"site86",2003,59,149,0,57.6,1
"280813",0,"site86",2012,68,149,0,57.6,0.9875
"281127",1,"site86",2000,56,157,0,57.6,0.99125
"281635",1,"site86",2011,67,149,0,57.6,0.9875
"282446",5,"site86",2004,60,150,0,57.6,1
"282554",1,"site86",1999,55,146,1,57.6,0.99125
"282811",1,"site86",2002,58,150,0,57.6,0.99125
"282975",3,"site86",2007,63,155,0,57.6,0.9875
"283406",5,"site87",2007,70,152,0,57.35,1
"283871",0,"site87",2003,66,152,0,57.35,0.9375
"283912",1,"site87",2004,67,149,0,57.35,1
"283977",3,"site87",2005,68,151,0,57.35,1
"284173",2,"site87",2001,64,150,0,57.35,0.99375
"285135",0,"site87",2011,74,151,0,57.35,1
"285315",14,"site87",1999,62,148,0,57.35,0.99375
"286020",3,"site87",2008,71,151,0,57.35,1
"286394",8,"site87",1998,61,149,0,57.35,0.99375
"286485",2,"site87",2002,65,150,0,57.35,0.99375
"286571",3,"site87",2000,63,152,0,57.35,0.99375
"286661",2,"site87",2009,72,149,0,57.35,1
"286848",0,"site87",2010,73,146,0,57.35,1
"287250",7,"site87",2006,69,151,0,57.35,1
"287292",3,"site87",2012,75,155,0,57.35,1
"287575",2,"site88",2011,63,160,1,57.57,1
"287582",5,"site88",2010,64,156,0,57.57,0.9875
"287634",12,"site88",2002,30,159,0,57.57,0.991666666666667
"287716",12,"site88",2006,60,152,0,57.57,0.9875
"288163",5,"site88",2008,62,152,0,57.57,0.9875
"288407",12,"site88",2012,64,157,0,57.57,1
"288755",5,"site88",2000,28,162,0,57.57,0.991666666666667
"289381",8,"site88",2005,59,166,0,57.57,0.9875
"289820",9,"site88",2007,61,156,0,57.57,0.9875
"289835",14,"site88",2004,58,152,1,57.57,1
"290053",10,"site88",1999,27,156,1,57.57,0.991666666666667
"290247",9,"site88",2001,29,160,0,57.57,0.991666666666667
"290861",5,"site88",2009,63,157,0,57.57,0.9875
"291420",14,"site89",2001,33,140,0,57.76,0.6
"291578",9,"site89",1999,31,158,0,57.76,0.6
"291636",10,"site89",2004,36,145,0,57.76,0.6
"291973",15,"site89",2003,35,148,0,57.76,0.6
